HouseholdID,PROVINCE,DISTRICT,TOWNSHIP_COMPOUND_VILLAGE,LOCALITY,EANUM,LOF,ENUMID,SUPID,DOV,FDD,FMM,FYYYY,SDD,SMM,SYYYY,TDD,TMM,TYYYY,SECTION_NOTES,A22A,A22,A23,A24,A25,A25X,A26,A27,A28,A29,A30,A31,A32,A33,A35,A36A,A36,A37,A38,A38X,A39,A39X,A40,A41,A42,A43,A44,A45,A46,A47X,A48,A49,A50,A51,A52X,A53A,A53,A54,A55,A56,A57,A58,A59,A60,A61,A61X,A62,A63,A63X,A64,A65,A66,A67,A67X,A68,A69,A70,A71,A72A,A72,A73,A74,A75,A76,A76A,A77,A78X,A79,B1,B2,B3,B4,B5,B5X,B6,B7,B8,B9,B10,B10X,B11,B11X,B12,B12X,B13X,B14,B14X,B15,B16,B17,B17X,B18,B19X,B20X,B21,B22,B23,B24X,C1,C2,C3,C4,C4X,C5,C6,C7A,C7,C8,C9,C10,C11,C12,C12X,C13,C13X,C14,C15,C16,C17,C18,C19,C19X,C20,C20X,C21,C22,C23,C24,C25,C26,C27,C27B,C28A,C28B,C29A,C29B,C30A,C30B,C31A,C31B,C32A,C32C,C32B,C32D,C33,C33X,C34,C34X,C35,C35X,C36,C37,C38,C39X,C40,C41,C42,C42X,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C52X,C53,C54,C55,C56,C57,C57X,C58,C58X,C59,C60,C60X,C61,C62,C63,C64,C65,C66,C67,C67B,C68A,C68B,C69A,C69B,C70A,C70B,C71A,C71B,C72A,C72B,C72C,C72D,C73,C73X,C74,C74X,C75,C75X,C76,C77,C78,C79,C79X,C80,C81,C82,C82X,C83,C84,C85,C86,C87,C88,C89,C90,C90X,C91,C92,C93,C93X,C94,C95,C95X,C96,C97,C98,C99,C99X,C100,C101,C102,C103,C104,C105,C106A,C106B,C107A,C107B,C108A,C108B,C109,C110X,C111,C112,C113,C113X,C114,C115,C116,C116X,C117,C118,C119,C124,C125,C126,C126X,C127,C128,C129,C130,C131,C132X,C133,C134,C134X,C136,C137,C138,C166A,C166,C167,C168A,C168B,C169A,C169B,C170A,C170B,C171,C172,C172X,C173,C174X,C175,C176,C177,C178,C178X,C179,C180X,C181,C182,C183,C184,C185,C186,C187,C188,D1,D1A,DPRICE,D2,D3,D4,D5,D6,D7,D8,D8X,D9,D10,E1,E2,CAPACITY,EPRICE,E3,E4,E5,E6,E7,E7X,F1,F15,F15X,GA,G10,H1,I1,I37,I38,I39A,I39B,I40,I41,I42,J1,J2,J3,J3X,J4,J5,J6,J6X,K1A,KPRICE,K1,K2,K3,K4,K5,K5X,K6,K7,K7X,K8,K9,K9X,Q1,Q2,Q3,Q4,Q5,Q6,U1,U1X,U2,U2X,U3,U3X,U4X,U5,U5X,U6,U7,U8,FDE,FMN,FYYYZ,SDE,SMN,SYYYZ,DESPOSTION_CODF,TDE,TMN,TYYYZ,DESPOSTION_CODG,CASE_STATUS,A34_1,A34_2,A47_1,A47_2,A47_3,A52_1,A52_2,A52_3,A78_1,A78_2,B13_1,B13_2,B19,C39_1,C39_2,B20_1,B20_2,B20_3,B20_4,B20_5,B24_1,B24_2,B24_3,B24_4,B24_5,B24_6,B24_7,C110_1,C110_2,C132_1,C132_2,C135_1,C135_2,C174_1,C174_2,C174_3,C180_1,C180_2,C180_3,C180_4,C180_5,U4_1,U4_2,U4_3,U4_4,U4_5
2020504,Copperbelt,202,chingola kabundi east.,Urban,205,Bemba,204,201,1,6,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,1,A single house occupied by one household, ,,No,Free,3,Bricks, ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,200,340,200,Yes, ,,Yes sometimes,,24,,4,,24,,2,,,3,1,Candle, ,No back-up source, ,No system to request repairs/file complaint, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,0,2,2,No,,,,,,,No,,, ,No,,, ,No,35,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,Own account,6,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,Unexpectedly high bills,,Commercial/government bank,,,,,Receive money from family/friends/other,,Top up credit,,,,,,,,,,,,,,,,,,,Religious related activities,,Cooperative,,
2020507,Copperbelt,202,kabundi. east,Urban,205,Bemba,206,201,12,17,12,2017,23,1,2018,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,9,A single house occupied by one household, ,,No,Rented,3,Bricks, ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,1,Yes,,, ,,,,Over 10 years,-1,,,,Zesco, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,150,150,150,Yes, ,,Yes sometimes,,24,,4,,24,,0,,,,,Dry-cell (non-rechargeable) battery/ Torch/ Flashlight, ,No back-up source, ,Call a local technician, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,5,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,, ,1,8,1,1,No,,,,,,,No,,, ,No,,, ,Yes,,,,,,, ,,, ,,, ,1,No,, ,Yes,12,Can do with husband, ,Can do herself, ,Can do with husband, , ,Limited education, ,No,,Own account,9,10,2017,23,1,2018,Completed(all modules are complete),,,,,Complete,,,,,,,,,,,Flush to sewage,,,High cost of electricity,,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
2020513,Copperbelt,202,chingola kabundu east,Urban,205,Bemba,204,201,1,6,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,No,Yes,1,A single house occupied by one household, ,,No,Free,3,Bricks, ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,200,200,200,Yes, ,,Yes sometimes,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call a local technician, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,0,2,2,No,,,,,,,No,,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,Own account,6,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,High cost of electricity,,Commercial/government bank,,Relative/friend/neighbor,,,Receive money from family/friends/other,,Top up credit,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
2050804,Copperbelt,203,kalulushi,Rural,508,Bemba,204,201,1,18,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,18,A single house occupied by one household, ,,No,Free,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Over 10 years,Don't know,,,,Zesco, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,120,200,120,No,AKL,Yes sometimes,Yes sometimes,24,24,4,4,20,24,3,0,3,3,,,Candle, ,No back-up source, ,No system to request repairs/file complaint, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,0,2,2,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,, ,, ,, , ,, ,,,,18,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,High cost of electricity,,Commercial/government bank,,Relative/friend/neighbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050808,Copperbelt,203,kalulushi,Rural,508,Bemba,204,201,1,18,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,1,A single house occupied by one household, ,,No,Free,3,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,1,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Every two weeks, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,150,250,150,No,AKL,Yes sometimes,Yes sometimes,20,24,2,4,20,24,3,0,3,3,,,Candle, ,No back-up source, ,No system to request repairs/file complaint, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Electric lighting/lamp, ,1,0,1,1,No,,,,,,,No,,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,1,Yes,Yes,, ,,, ,,, ,1,No,, ,No,,, ,, ,, , ,, ,,,,18,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,High cost of electricity,,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054310,Copperbelt,203,kalulushi,Urban,543,Bemba,204,201,1,3,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,2,A single house occupied by one household, ,,No,Rented,6,"Blocks, plastered with cement", ,Asbestos, ,Cement tiles, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Monthly, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,150,170,150,No,AKL,Yes sometimes,Yes sometimes,20,24,1,4,20,24,3,0,2,5,,,Candle, ,No back-up source, ,No system to request repairs/file complaint, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,"Other, specify",electricity,2,0,2,2,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited confidence, ,No,,Own account,3,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,High cost of electricity,,Commercial/government bank,,,,,Receive money from family/friends/other,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
2054311,Copperbelt,203,north kalengwa house 5293,Urban,543,Bemba,204,201,1,3,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,3,Yes,,4,A single house occupied by one household, ,,Yes,,5,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,3,Yes,,, ,,,,About 5 years to 10 years,Don't know,,,,Zesco, ,Every two weeks, ,Yes,80,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,500,550,500,No,AKL,Yes sometimes,Yes sometimes,20,24,2,4,20,24,3,0,6,6,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,1,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,3,Electric lighting/lamp, ,3,0,3,3,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,3,Yes,Yes,, ,,, ,,, ,3,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,Own account,3,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,High cost of electricity,,Commercial/government bank,Employer,,,,Receive money from family/friends/other,,Top up credit,,,,,,,,,,,,,,,,,,,Religious related activities,,,,
2055806,Copperbelt,203,kalulushi,Urban,558,Bemba,204,201,1,3,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,1,A single house occupied by one household, ,,No,Rented,6,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Every two weeks, ,Yes,80,Yes,Yes,2,, ,Cash, ,Respondent has energy bill and shows it,200,250,200,No,KL,Yes sometimes,Yes sometimes,24,24,4,4,20,24,2,0,6,6,,,Candle, ,No back-up source, ,No system to request repairs/file complaint, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,3,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Electric lighting/lamp, ,2,0,2,2,No,,,,,,,No,,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,No,,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,Own account,3,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,High cost of electricity,,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,Income generating activities,,,
2072009,Copperbelt,205,kawama,Urban,720,Bemba,209,207,1,2,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,5,A single house occupied by one household, ,,Yes,,4,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Pipe borne water treated, ,Yes,No,, ,No, , ,No,No,, ,2,Yes,,, ,,,,Less than 5 years,Don't know,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,250,200,250,Yes, ,,Yes sometimes,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,5,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,0,,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,35,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,8,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,2,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,Unpredictable interruptions,High cost of electricity,Cannot get a loan/credit,,,,,,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
2073208,Copperbelt,205,New kawama,Urban,732,Bemba,209,207,1,2,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,6,A single house occupied by one household, ,,Yes,,3,"Blocks, plastered with cement", ,Corrugated iron sheet, ,Cement screed, , ,Well/spring protected, ,Dont Know,No,, ,No, , ,Yes,,Yes, ,2,Yes,,, ,,,,Less than 5 years,780,1500,24,0,Zesco, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,100,117,100,Yes, ,,Yes all the time,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,8,Can do herself, ,Can do herself, ,Can do herself, , ,Limited time, ,No,,No account,2,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,High cost of electricity,Cannot get a loan/credit,,,,,Receive money from family/friends/other,Transfer credit to family/relatives,,,,,,,,,,,,,,,,,,,,Not a member,,,,
2073211,Copperbelt,205,New kawama,Urban,732,Bemba,209,207,1,2,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,15,A single house occupied by one household, ,,Yes,,7,"Blocks, unplastered", ,Corrugated iron sheet, ,Cement screed, , ,Well/spring protected, ,No,No,, ,No, , ,No,No,, ,2,Yes,,, ,,,,About 5 years to 10 years,800,2000,120,0,Zesco, ,Every two weeks, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,300,450,300,Yes, ,,No,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,4,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,8,Can do herself, ,Can do herself, ,Can do herself, , ,Lack of support from family, ,No,,No account,2,10,2017,,,,,,,,,Complete,,,,,,,,,,,Covered pit latrine,,,Unpredictable interruptions,High cost of electricity,Cannot get a loan/credit,,,,,,,,,,,,,,,,,,,,,,,,,,Religious related activities,Savings group,,,
2077514,Copperbelt,205,Chimwemwe,Urban,775,Bemba,208,207,1,5,10,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,1,A house occupied by multiple households, ,3,No,Rented,1,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Dont know /not sure,-1,,,,Pre-paid meter card seller, ,Monthly, ,Yes,60,Yes,No,,, ,Vouchers/token/pre-paid card from local store, ,Respondent has energy bill and shows it,30,167,30,Yes, ,,No,,24,,4,,24,,2,,,4,45,Candle, ,No back-up source, ,Call/SMS utility company, ,No-one: we wait until power returns,,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,2,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Studying and homework only during daylight hours, ,2,0,2,2,No,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,2,Yes,Yes,, ,,, ,,, ,2,No,, ,Yes,12,Can do herself, ,Can do herself, ,Can do herself, , ,Limited confidence, ,No,,No account,5,10,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to septic tank,,,"Other, specify",,Employer,,,,,,,,,,,,,,,,,,,,,,,,,,Not a member,,,,
2080801,Copperbelt,203,lubuto,Urban,808,Bemba,209,207,1,27,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,1,Yes,,4,A single house occupied by one household, ,,No,Rented,4,"Blocks, plastered with cement", ,Asbestos, ,Cement screed, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,Yes,,Yes, ,1,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Every two weeks, ,Yes,60,Yes,No,,, ,Credits using mobile money, ,Respondent has energy bill and shows it,150,210,150,Yes, ,,Yes sometimes,,24,,4,,24,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,0,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,6,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,1,Candles, ,1,0,1,1,No,,,,,,,Yes,Electric kettle/coil,, ,No,,, ,No,70,HH uses more charcoal than fuelwood or crop residues,1,No,No,Cannot afford the payment, ,No,Cannot afford the payment, ,No,Cannot afford the payment, ,1,No,, ,Yes,6,, ,, ,, , ,, ,,,,27,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,High cost of electricity,,Commercial/government bank,,,,,Receive money from family/friends/other,,,,Pay for Water,,,,,,,,,,,,,,,,,,,,,
2080804,Copperbelt,205,Lubuto,Urban,808,Bemba,209,207,1,27,9,2017,,,,,,,Start,No,,, ,, ,,,,,,,,, ,,,,, ,, ,,,,,,,, ,,,,, ,,,,,,,,,,, ,,, ,,,,, ,,,,,,,,,,,,, ,,2,Yes,,12,A single house occupied by one household, ,,Yes,,3,"Blocks, plastered with cement", ,Asbestos, ,Ceramic/Marble tiles, , ,Pipe borne water treated, ,Yes,Yes,Commercial bank, ,No, , ,No,No,, ,2,Yes,,, ,,,,Dont know /not sure,Don't know,,,,Zesco, ,Monthly, ,Yes,60,Yes,No,,, ,Cash, ,Respondent has energy bill and shows it,250,380,250,Yes, ,,Yes sometimes,,24,,4,,Don't know,,0,,,,,Candle, ,No back-up source, ,Call/SMS utility company, ,The power company,48,No, ,Yes,No,, ,No, ,,,,,,,,, ,,,,,, ,, ,,, ,,,,,, ,,,,,,,,,,,,,,,, ,, ,, ,,,, , ,,,, ,No,,,,, ,, , ,,,, ,,, ,,,,, ,,,,,, ,,,,,,,, ,,,, ,No, , , ,,,,,,, ,,,,,, ,,, ,,,,,, ,,,,,,,,, ,, ,,,,, ,, ,National grid connection,8,Yes,,,,,,,,,,,,,,,, ,,,,,,,,,,,, ,2,Studying and homework only during daylight hours, ,2,0,2,2,No,,,,,,,Yes,Electric kettle/coil,, ,No,,, ,No,107,HH uses more charcoal than fuelwood or crop residues,2,No,No,Cannot afford the payment, ,No,Cannot afford the payment, ,No,Cannot afford the payment, ,2,No,, ,No,,, ,, ,, , ,, ,,,,27,9,2017,,,,,,,,,Complete,,,,,,,,,,,Flush to sewage,,,"Other, specify",,Commercial/government bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
