OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
1986,SSD002,SSD2,South Sudan,Facility at Block 5A,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,"Muglad Basin, Unity State",8.744279,30.14094,A,Google Earth-128,"USGS 2018 Minerals Yearbook, Vol. III, South Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sud Petroleum Operating Co.,Petronas Carigali Overseas Shd. Bhd. [67.8%],ONGC Videsh Ltd. [24.2%],Nile Petroleum Corp. (Nilepet) [8%],<null>,Unity,1600,
1987,SSD003,SSD3,South Sudan,Fula oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,Capacity is a combination of Fula and Palogue oilfields.,SSD005,"Muglad Basin, Upper Nile State",11.724017,28.348347,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, South Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Pioneer Petroleum Operating Co.,China National Petroleum Corp. (CNPC) [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Nile Petroleum Corp. (Nilepet) [5%],West Kurdufan,28000,
1988,SSD004,SSD4,South Sudan,Mines at Nanakanak,Mines and Quarries,Metal,Gold,Gold,N,N,2018,NA,<null>,Assumed Active,Location provided is for one mine in the specified area of study.,<null>,Nanakanak,4.64008,33.867848,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, South Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Eastern Equatoria,-999,
1989,SSD005,SSD5,South Sudan,Palogue oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,Capacity is a combination of Fula and Palogue oilfields.,SSD003,"Melut Basin, Upper Nile State",10.543893,32.347597,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, South Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Pioneer Petroleum Operating Co.,China National Petroleum Corp. (CNPC) [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Nile Petroleum Corp. (Nilepet) [5%],Upper Nile,28000,
1990,SDN001,SDN1,Sudan,"4 Diffra oilfield, Block 4",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Bamboo, Helgig, 4 Diffra, and Neem oilfields.","SDN004, SDN011, SDN023",Unity State,10.038873,28.411002,A,Google Earth-124,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Nile Petroleum Operating Co. (GNPOC),China National Petroleum Corp. International Ltd. [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Sudan Petroleum Company Ltd. (Sudapet) [5%],West Kurdufan,160000,
1991,SDN002,SDN2,Sudan,"Al-Barasaya oilfield, Block 17",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,South Kordofan State,12.700544,28.960172,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudan Petroleum Company Ltd. (Sudapet),Sudan Petroleum Company Ltd. (Sudapet) [100%],<null>,<null>,<null>,West Kurdufan,32000,
1992,SDN003,SDN3,Sudan,Assalam Mine,Mines and Quarries,Metal,Gold,Mine,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,"Abidiya, River Nile State",18.397883,34.049111,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Rida Mining Co.,Golden United Group [100%],<null>,<null>,<null>,River Nile,2500,
1993,SDN004,SDN4,Sudan,"Bamboo field, Block 2",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Bamboo, Helgig, 4 Diffra, and Neem oilfields.","SDN001, SDN011, SDN023",Unity State,10.271847,29.374037,A,Google Earth-124,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Nile Petroleum Operating Co. (GNPOC),China National Petroleum Corp. International Ltd. [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Sudan Petroleum Company Ltd. (Sudapet) [5%],West Kurdufan,160000,
1994,SDN005,SDN5,Sudan,Plant at Berber,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Berber,17.935338,34.045947,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Berber Cement Company Ltd.,<null>,<null>,<null>,<null>,River Nile,1500,
1995,SDN005,<null>,Sudan,Berber Facility,Mines and Quarries,Metal,Gold,Mine,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,River Nile State,17.935338,34.045947,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sahari Company for Gold Mining,<null>,<null>,<null>,<null>,River Nile,-999,
1996,SDN006,SDN6,Sudan,Bir Eit Mine,Mines and Quarries,Industrial,Gypsum,Gypsum,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Red Sea State,19.975695,37.113096,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudanese Mining Corp.,Government [100%],<null>,<null>,<null>,Red Sea,15,
1997,SDN007,SDN7,Sudan,Facility at Fodikwan,Mines and Quarries,Metal,Iron ore,Ore,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Durdaib and Fodikwan Mines.,SDN021,Red Sea State,21.777163,36.632907,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Yarmouk Industrial Services Co. Ltd.,<null>,<null>,<null>,<null>,Red Sea,720,
1998,SDN008,SDN8,Sudan,Facility at Gian Industrial Zone,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Khartoum,15.317589,32.829294,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Giad Steel Ltd.,Giad Industrial Group [100%],<null>,<null>,<null>,Khartoum,-999,
1999,SDN009,SDN9,Sudan,"Fula, Block 6",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,Capacity is a combination of Fula and Hadida oilfields. Petrolines for Crude Oil Ltd. (Petco) [Sudan Petroleum Co. Ltd. (Sudapet) owns an 50% share.,SDN010,Near Muglad,11.343595,28.26752,A,Google Earth-125,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Petro Energy Operating Co. (PEOC),China National Petroleum Corp. International Ltd. [95%],Sudan Petroleum Co. Ltd. (Sudapet) [5%],<null>,<null>,West Kurdufan,348000,
2000,SDN010,SDN10,Sudan,"Hadida oilfields, Block 6",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,Capacity is a combination of Fula and Hadida oilfields. Petrolines for Crude Oil Ltd. (Petco) [Sudan Petroleum Co. Ltd. (Sudapet) owns an 50% share. Location provided is for one oilfield in the specified area of study.,SDN009,Near Muglad,11.32483,28.473646,A,Google Earth-125,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Petro Energy Operating Co. (PEOC),China National Petroleum Corp. International Ltd. [95%],Sudan Petroleum Co. Ltd. (Sudapet) [5%],<null>,<null>,West Kurdufan,348000,
2001,SDN011,SDN11,Sudan,"Helgig field, Block 2",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Bamboo, Helgig, 4 Diffra, and Neem oilfields.","SDN001, SDN004, SDN023",Unity State,10.006519,29.398153,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Nile Petroleum Operating Co. (GNPOC),China National Petroleum Corp. International Ltd. [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Sudan Petroleum Company Ltd. (Sudapet) [5%],West Kurdufan,160000,
2002,SDN012,SDN12,Sudan,Mine at Ingessana Hills,Mines and Quarries,Metal,Chromium,Chromite,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Ingessana Hills,11.437314,33.964355,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ingessana Hills Mining Corp.,Sudanese Mining Corp. (Government) [100%],<null>,<null>,<null>,Blue Nile,70,
2003,SDN012,<null>,Sudan,Ingessana Hills Mine,Mines and Quarries,Metal,Manganese,Manganese,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Red Sea State,11.437314,33.964355,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ingessana Hills Mining Corp.,Sudanese Mining Corp. (Government) [100%],<null>,<null>,<null>,Blue Nile,-999,
2004,SDN013,SDN13,Sudan,Jebel Amir Mines,Mines and Quarries,Metal,Gold,Mine,N,N,2018,Metric tons,e,Assumed Active,Estimated capacity.,<null>,North Darfur State,13.8,23.7,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,North Darfur,40,
2005,SDN014,SDN14,Sudan,Mine at Abu Sara,Mines and Quarries,Metal,Gold,Mine,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Abu Sara,20.284864,30.635355,A,Google Earth-127,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Delgo Mining Co. Ltd.,<null>,<null>,<null>,<null>,Northern,-999,
2006,SDN015,SDN15,Sudan,Mine at Atbara,Mines and Quarries,Industrial,Stone,Limestone,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Atbara,17.707742,33.778767,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Al-Rahji Group,<null>,<null>,<null>,<null>,River Nile,500000,
2007,SDN016,SDN16,Sudan,Mine at Hassai,Mines and Quarries,Metal,Gold,Mine,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Hassai,18.69456,35.394199,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ariab Mining Co. Ltd. (AMC),Government [95%],Islamic Development Bank [5%],<null>,<null>,Red Sea,2000,
2008,SDN017,SDN17,Sudan,Mine at Port Sudan,Mines and Quarries,Industrial,Salt,Salt,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Port Sudan,19.692429,37.247811,A,Google Earth; USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Bittar Salt Company Ltd.,El-Nilein Holding Co. [100%],<null>,<null>,<null>,Red Sea,100000,
2009,SDN018,SDN18,Sudan,Mine at Rabak,Mines and Quarries,Industrial,Stone,Limestone,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Rabak,13.168144,32.729092,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Nile Cement Company Ltd.,<null>,<null>,<null>,<null>,White Nile,200000,
2010,SDN019,SDN19,Sudan,Mine at Wadi Gabgaba,Mines and Quarries,Metal,Gold,Mine,N,Y,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Nile River State,20.874403,33.25625,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Managem Group,<null>,<null>,<null>,<null>,River Nile,800,
2011,SDN020,SDN20,Sudan,Mine in River Nile State,Mines and Quarries,Industrial,Stone,Limestone,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Atbara,17.629552,33.998309,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Al-Salam Cement Production Co. Ltd.,<null>,<null>,<null>,<null>,River Nile,730000,
2012,SDN021,SDN21,Sudan,Mines at Durdaib,Mines and Quarries,Metal,Iron ore,Ore,N,N,2018,Thousand metric tons,c,Assumed Active,Capacity is a combination of Durdaib and Fodikwan Mines. Location provided is for one mine in the specified area of study.,SDN007,Durdaib,18.002295,34.981209,A,Google Earth-126,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Yarmouk Industrial Services Co. Ltd.,<null>,<null>,<null>,<null>,Red Sea,720,
2013,SDN022,SDN22,Sudan,Mines at Sheriek,Mines and Quarries,Industrial,Mica,Mica,N,N,2018,Metric tons,<null>,Closed,Closed in 2013.,<null>,Sheriek,18.730889,33.648569,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sheriek Mica Mines Co.,Sudanese Mining Corp. (Government) [100%],<null>,<null>,<null>,River Nile,1800,
2014,SDN023,SDN23,Sudan,"Neem oilfield, Block 4",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Bamboo, Helgig, 4 Diffra, and Neem oilfields.","SDN001, SDN004, SDN011",Unity State,10.924848,28.565006,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Greater Nile Petroleum Operating Co. (GNPOC),China National Petroleum Corp. International Ltd. [40%],Petronas Carigali Overseas Shd. Bhd. [30%],ONGC Videsh Ltd. [25%],Sudan Petroleum Company Ltd. (Sudapet) [5%],West Kurdufan,160000,
2015,SDN024,SDN24,Sudan,Plant at Atbara,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Atbara,17.618631,33.995588,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Al-Shamal Cement Factory,Mass Group Holding Ltd. [100%],<null>,<null>,<null>,River Nile,1500,
2016,SDN025,SDN25,Sudan,Plant at Atbara,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Atbara,17.626708,33.993885,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Al-Salam Cement Production Co. Ltd.,<null>,<null>,<null>,<null>,River Nile,2000,
2017,SDN026,SDN26,Sudan,Plant at Atbara,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Atbara,17.703752,33.802904,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Atbara Cement Company Ltd.,Al-Rajhi Group [100%],<null>,<null>,<null>,River Nile,1700,
2018,SDN027,SDN27,Sudan,Plant at Giad Industrial Zone,Mineral Processing Plants,Metal,Iron and steel,"Steel, crude",N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.314087,32.835698,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudan Master Technology,<null>,<null>,<null>,<null>,Khartoum,60000,
2019,SDN027,<null>,Sudan,Plant at Giad Industrial City,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Giad Industrial City,15.314087,32.835698,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudan Master Technology,<null>,<null>,<null>,<null>,Khartoum,150,
2020,SDN028,SDN28,Sudan,Plant at Giad Industrial Zone,Mineral Processing Plants,Metal,Iron and steel,"Steel, galvanized",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.317983,32.822172,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudanese Steel Products Ltd.,<null>,<null>,<null>,<null>,Khartoum,20,
2021,SDN029,SDN29,Sudan,Plant at Khartoum,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.458135,32.631174,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Al-Assad Steel Bar Factory,<null>,<null>,<null>,<null>,Khartoum,394,
2022,SDN030,SDN30,Sudan,Plant at Khartoum,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.470003,32.664372,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Omega Steel Co.,<null>,<null>,<null>,<null>,Khartoum,150,
2023,SDN031,SDN31,Sudan,Plant at Khartoum,Mineral Processing Plants,Metal,Iron and steel,"Steel, rebar",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.700328,32.495744,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudanese Malaysian Factory,<null>,<null>,<null>,<null>,Khartoum,100,
2024,SDN032,SDN32,Sudan,Plant at Rabak,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Rabak,13.170226,32.7286,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Nile Cement Company Ltd.,<null>,<null>,<null>,<null>,White Nile,1000,
2025,SDN033,SDN33,Sudan,Plant at Takamol,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Takamol,17.871829,33.839357,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",ASEC Cement Co.,Citadel Capital S.A.E. [100%],<null>,<null>,<null>,River Nile,1600,
2026,SDN034,SDN34,Sudan,Plant at Wadi Madani,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Wadi Madani,14.354106,33.528725,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Aslan Cement Co.,<null>,<null>,<null>,<null>,Al Jazirah,1000,
2027,SDN035,SDN35,Sudan,Quarries at Bir Eit,Mines and Quarries,Industrial,Gypsum,Gypsum,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Red Sea State,19.994445,37.065315,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Yarmouk Industrial Services Co. Ltd.,<null>,<null>,<null>,<null>,Red Sea,220,
2028,SDN036,SDN36,Sudan,"Rawat Central, Block 25",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,NA,c,Assumed Active,Capacity is a combination of Rawat Central and Wateesh oilfields.,SDN044,Block 25,12.500836,32.8533,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudan Petroleum Company Ltd. (Sudapet),Sudan Petroleum Company Ltd. (Sudapet) [100%],<null>,<null>,<null>,White Nile,-999,
2029,SDN037,SDN37,Sudan,Refinery at Abu Jabirah,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Petroleum,Refined,N,N,2018,Thousand 42-gallon barrels,<null>,C&M,"No production in 2016, 2017, or 2018.",<null>,Abu Jabirah,10.882484,27.315706,E,Google Earth; U.S. EIA Country Brief (Sudan & South Sudan),"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Abu Gabra Refinery Company,Sudan Petroleum Corp. (Government) [100%],<null>,<null>,<null>,East Darfur,730,
2030,SDN038,SDN38,Sudan,Refinery at El-Obeid,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Petroleum,Refined,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,El-Obeid,13.271604,30.236132,E,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",El-Obeid Refinery Company,Government [100%],<null>,<null>,<null>,North Kurdufan,3650,
2031,SDN039,SDN39,Sudan,Refinery at Jali,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Petroleum,Refined,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,Jali,16.120133,32.68731,E,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Khartoum Refinery Co. Ltd.,China National Petroleum Corp. (CNPC) [50%],Sudan Petroleum Corp. [50%],<null>,<null>,Khartoum,36500,
2032,SDN040,<null>,Sudan,Refinery at Khartoum,Mineral Processing Plants,Metal,Silver,Silver,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.662168,32.613126,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",The Sudan Gold Refinery Co.,Government [100%],<null>,<null>,<null>,Khartoum,146,
2033,SDN040,SDN40,Sudan,Refinery at Khartoum,Mineral Processing Plants,Metal,Gold,Metal,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Khartoum,15.662168,32.613126,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",The Sudan Gold Refinery Co.,Government [100%],<null>,<null>,<null>,Khartoum,360,
2034,SDN041,SDN41,Sudan,Refinery at Port Sudan,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Petroleum,Refined,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,Port Sudan,19.598646,37.227058,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Port Sudan Refining Ltd.,Government [100%],<null>,<null>,<null>,Red Sea,7920,
2035,SDN042,SDN42,Sudan,Refinery at Shajirah,Oil and Gas Refineries and (or) Petrochemical Complexes,Fuel,Petroleum,Refined,N,N,2018,Thousand 42-gallon barrels,<null>,C&M,"No production in 2016, 2017, or 2018.",<null>,Shajirah,15.5003,32.507313,A,Google Earth-123,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Concorp Petroleum Ltd.,<null>,<null>,<null>,<null>,Khartoum,3650,
2036,SDN043,SDN43,Sudan,Tailings-processing plant at Abu Hamad,Mines and Quarries,Metal,Gold,Mine,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,River Nile State,19.54315,33.328108,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudamin Co. Ltd.,<null>,<null>,<null>,<null>,River Nile,500,
2037,SDN044,SDN44,Sudan,"Wateesh oilfields, Block 25",Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,NA,c,Assumed Active,Capacity is a combination of Rawat Central and Wateesh oilfields.,SDN036,Block 25,12.248519,32.432544,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Sudan Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Sudan Petroleum Company Ltd. (Sudapet),Sudan Petroleum Company Ltd. (Sudapet) [100%],<null>,<null>,<null>,White Nile,-999,
2038,TZA001,TZA1,Tanzania,Biharamulo Mine,Mines and Quarries,Metal,Gold,Gold,N,N,2018,Kilograms,e,Assumed Active,Estimated capacity.,<null>,Near Uyovu,-3.355775,31.810336,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Stamigold Co. Ltd.,State Mining Corp. [100%],<null>,<null>,<null>,Geita,1200,
2039,TZA002,TZA2,Tanzania,Buckreef Mine,Mines and Quarries,Metal,Gold,Gold,N,N,2018,NA,<null>,Closed,Closed in 1994; ongoing exploration for re-development of the mine under the Buckreef Gold Project.,<null>,Near Nsangano,-3.096454,32.020996,E,MinDat Database,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tanzanian Gold Corp.,Tanzanian Royalty Exploration Corp. (TRX) [55%],State Mining Corp. of Tanzania (Stamico) [45%],<null>,<null>,Geita,-999,
2040,TZA003,TZA3,Tanzania,Bulyanhulu Mine,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,<null>,C&M,Not operating at the end of 2018.,<null>,Bubada,-3.230078,32.490897,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,Barrick Gold Corp. [63.9%],<null>,<null>,<null>,Shinyanga,3200,
